id,name,category,supplier,status,type
BC-17-30,Robotics Lighting Bundle,LED Lighting & Indicators,eBay,Source & stock to verify,Affiliate / partner listing
BC-18-01,Precision Screwdriver Set,Tools & Workshop,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-18-02,Hex Key Set,Tools & Workshop,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-18-03,Mini Pliers Set,Tools & Workshop,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-18-04,Wire Cutter,Tools & Workshop,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-18-05,Wire Stripper,Tools & Workshop,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-18-06,Crimping Tool,Tools & Workshop,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-18-07,Dupont Crimp Tool,Tools & Workshop,eBay,Source & stock to verify,Affiliate / partner listing
BC-18-08,Soldering Iron,Tools & Workshop,Amazon,Source & stock to verify,Affiliate / partner listing
BC-18-09,USB Soldering Iron,Tools & Workshop,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-18-10,Soldering Station,Tools & Workshop,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-18-11,Desoldering Pump,Tools & Workshop,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-18-12,Solder Wick,Tools & Workshop,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-18-13,Solder Wire,Tools & Workshop,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-18-14,Flux Pen,Tools & Workshop,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-18-15,Third Hand Tool,Tools & Workshop,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-18-16,PCB Holder Tool,Tools & Workshop,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-18-17,Digital Multimeter,Tools & Workshop,eBay,Source & stock to verify,Affiliate / partner listing
BC-18-18,USB Logic Analyzer,Tools & Workshop,Amazon,Source & stock to verify,Affiliate / partner listing
BC-18-19,Oscilloscope Kit,Tools & Workshop,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-18-20,Bench Power Meter,Tools & Workshop,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-18-21,Caliper,Tools & Workshop,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-18-22,Precision Tweezers,Tools & Workshop,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-18-23,Heat Gun,Tools & Workshop,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-18-24,Heat Shrink Kit,Tools & Workshop,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-18-25,Cable Cutter,Tools & Workshop,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-18-26,Label Maker,Tools & Workshop,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-18-27,Component Storage Box,Tools & Workshop,eBay,Source & stock to verify,Affiliate / partner listing
BC-18-28,Anti-Static Mat,Tools & Workshop,Amazon,Source & stock to verify,Affiliate / partner listing
BC-18-29,ESD Wrist Strap,Tools & Workshop,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-18-30,Maker Tool Kit,Tools & Workshop,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-19-01,2WD Learning Robot Kit,Education & Robotics Kits,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-19-02,4WD Learning Robot Kit,Education & Robotics Kits,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-19-03,Line Follower Kit,Education & Robotics Kits,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-19-04,Obstacle Avoiding Robot Kit,Education & Robotics Kits,eBay,Source & stock to verify,Affiliate / partner listing
BC-19-05,Bluetooth Robot Kit,Education & Robotics Kits,Amazon,Source & stock to verify,Affiliate / partner listing
BC-19-06,Wi-Fi Robot Kit,Education & Robotics Kits,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-19-07,Camera Robot Kit,Education & Robotics Kits,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-19-08,Smart Car Kit,Education & Robotics Kits,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-19-09,Raspberry Pi Robot Kit,Education & Robotics Kits,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-19-10,Pico Robot Kit,Education & Robotics Kits,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-19-11,Arduino-Compatible Robot Kit,Education & Robotics Kits,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-19-12,Sensor Learning Kit,Education & Robotics Kits,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-19-13,Motor Learning Kit,Education & Robotics Kits,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-19-14,Servo Learning Kit,Education & Robotics Kits,eBay,Source & stock to verify,Affiliate / partner listing
BC-19-15,GPIO Learning Kit,Education & Robotics Kits,Amazon,Source & stock to verify,Affiliate / partner listing
BC-19-16,IoT Learning Kit,Education & Robotics Kits,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-19-17,AI Robotics Kit,Education & Robotics Kits,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-19-18,Autonomous Robot Kit,Education & Robotics Kits,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-19-19,Maze Solver Robot Kit,Education & Robotics Kits,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-19-20,Mini Sumo Robot Kit,Education & Robotics Kits,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-19-21,Robotics Arm Learning Kit,Education & Robotics Kits,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-19-22,Humanoid Robot Kit,Education & Robotics Kits,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-19-23,Hexapod Robot Kit,Education & Robotics Kits,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-19-24,Tank Robot Kit,Education & Robotics Kits,eBay,Source & stock to verify,Affiliate / partner listing
BC-19-25,Mecanum Robot Kit,Education & Robotics Kits,Amazon,Source & stock to verify,Affiliate / partner listing
BC-19-26,STEM Robotics Kit,Education & Robotics Kits,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-19-27,Classroom Robotics Pack,Education & Robotics Kits,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-19-28,Beginner Robotics Pack,Education & Robotics Kits,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-19-29,Intermediate Robotics Pack,Education & Robotics Kits,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-19-30,Advanced Robotics Pack,Education & Robotics Kits,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-20-01,ESP32 Development Board,Microcontrollers & Development,eBay,Source & stock to verify,Affiliate / partner listing
BC-20-02,ESP32-S3 Board,Microcontrollers & Development,Amazon,Source & stock to verify,Affiliate / partner listing
BC-20-03,ESP32-C3 Board,Microcontrollers & Development,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-20-04,ESP8266 Board,Microcontrollers & Development,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-20-05,RP2040 Board,Microcontrollers & Development,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-20-06,RP2350 Board,Microcontrollers & Development,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-20-07,Arduino-Compatible Board,Microcontrollers & Development,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-20-08,Microcontroller Sensor Board,Microcontrollers & Development,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-20-09,Microcontroller Motor Board,Microcontrollers & Development,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-20-10,Microcontroller Relay Board,Microcontrollers & Development,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-20-11,Microcontroller CAN Board,Microcontrollers & Development,eBay,Source & stock to verify,Affiliate / partner listing
BC-20-12,Microcontroller LoRa Board,Microcontrollers & Development,Amazon,Source & stock to verify,Affiliate / partner listing
BC-20-13,Microcontroller Wi-Fi Board,Microcontrollers & Development,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-20-14,Microcontroller BLE Board,Microcontrollers & Development,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-20-15,USB Development Board,Microcontrollers & Development,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-20-16,Tiny Development Board,Microcontrollers & Development,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-20-17,Industrial Microcontroller,Microcontrollers & Development,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-20-18,Robotics Microcontroller,Microcontrollers & Development,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-20-19,IoT Development Board,Microcontrollers & Development,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-20-20,Automation Controller,Microcontrollers & Development,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-20-21,PLC-Compatible Controller,Microcontrollers & Development,eBay,Source & stock to verify,Affiliate / partner listing
BC-20-22,Embedded Controller,Microcontrollers & Development,Amazon,Source & stock to verify,Affiliate / partner listing
BC-20-23,USB GPIO Controller,Microcontrollers & Development,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-20-24,Multi-I/O Controller,Microcontrollers & Development,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-20-25,Real-Time Controller,Microcontrollers & Development,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-20-26,Low-Power Controller,Microcontrollers & Development,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-20-27,Battery Controller,Microcontrollers & Development,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-20-28,Wireless Controller Board,Microcontrollers & Development,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-20-29,Maker Development Kit,Microcontrollers & Development,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-20-30,Embedded Starter Kit,Microcontrollers & Development,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-21-01,1-Channel Relay Module,Automation & Relays,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-21-02,2-Channel Relay Module,Automation & Relays,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-21-03,4-Channel Relay Module,Automation & Relays,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-21-04,8-Channel Relay Module,Automation & Relays,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-21-05,Solid State Relay,Automation & Relays,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-21-06,High Current Relay,Automation & Relays,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-21-07,Relay HAT,Automation & Relays,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-21-08,Smart Relay Board,Automation & Relays,eBay,Source & stock to verify,Affiliate / partner listing
BC-21-09,MOSFET Switch Module,Automation & Relays,Amazon,Source & stock to verify,Affiliate / partner listing
BC-21-10,Power Switch Module,Automation & Relays,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-21-11,USB Relay Controller,Automation & Relays,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-21-12,GPIO Relay Controller,Automation & Relays,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-21-13,Wi-Fi Relay Controller,Automation & Relays,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-21-14,BLE Relay Controller,Automation & Relays,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-21-15,DIN Rail Relay Module,Automation & Relays,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-21-16,Industrial Relay Board,Automation & Relays,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-21-17,Optocoupler Relay Board,Automation & Relays,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-21-18,AC Load Controller,Automation & Relays,eBay,Source & stock to verify,Affiliate / partner listing
BC-21-19,DC Load Controller,Automation & Relays,Amazon,Source & stock to verify,Affiliate / partner listing
BC-21-20,Motorized Switch Controller,Automation & Relays,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-21-21,Push Button Module,Automation & Relays,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-21-22,Limit Switch,Automation & Relays,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-21-23,Micro Limit Switch,Automation & Relays,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-21-24,Proximity Switch,Automation & Relays,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-21-25,Magnetic Reed Switch,Automation & Relays,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-21-26,Emergency Stop Switch,Automation & Relays,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-21-27,Panel Switch Kit,Automation & Relays,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-21-28,Automation Wiring Kit,Automation & Relays,eBay,Source & stock to verify,Affiliate / partner listing
BC-21-29,Relay Protection Kit,Automation & Relays,Amazon,Source & stock to verify,Affiliate / partner listing
BC-21-30,Home Automation Starter Kit,Automation & Relays,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-22-01,M2 Screw Kit,Fasteners Mechanical Hardware,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-22-02,M2.5 Screw Kit,Fasteners Mechanical Hardware,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-22-03,M3 Screw Kit,Fasteners Mechanical Hardware,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-22-04,M4 Screw Kit,Fasteners Mechanical Hardware,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-22-05,Nylon Spacer Kit,Fasteners Mechanical Hardware,eBay,Source & stock to verify,Affiliate / partner listing
BC-22-06,Aluminium Spacer Kit,Fasteners Mechanical Hardware,Amazon,Source & stock to verify,Affiliate / partner listing
BC-22-07,Brass Spacer Kit,Fasteners Mechanical Hardware,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-22-08,Threaded Standoff Kit,Fasteners Mechanical Hardware,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-22-09,Nut & Bolt Kit,Fasteners Mechanical Hardware,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-22-10,Washer Kit,Fasteners Mechanical Hardware,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-22-11,Spring Kit,Fasteners Mechanical Hardware,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-22-12,Bearing Set,Fasteners Mechanical Hardware,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-22-13,Ball Bearing,Fasteners Mechanical Hardware,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-22-14,Flanged Bearing,Fasteners Mechanical Hardware,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-22-15,Wheel Bearing,Fasteners Mechanical Hardware,eBay,Source & stock to verify,Affiliate / partner listing
BC-22-16,Shaft Coupler,Fasteners Mechanical Hardware,Amazon,Source & stock to verify,Affiliate / partner listing
BC-22-17,Flexible Coupler,Fasteners Mechanical Hardware,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-22-18,Timing Pulley Set,Fasteners Mechanical Hardware,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-22-19,Timing Belt Set,Fasteners Mechanical Hardware,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-22-20,Gear Set,Fasteners Mechanical Hardware,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-22-21,Plastic Gear Set,Fasteners Mechanical Hardware,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-22-22,Metal Gear Set,Fasteners Mechanical Hardware,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-22-23,Rack & Pinion Set,Fasteners Mechanical Hardware,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-22-24,Lead Screw Set,Fasteners Mechanical Hardware,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-22-25,Threaded Rod Set,Fasteners Mechanical Hardware,eBay,Source & stock to verify,Affiliate / partner listing
BC-22-26,Servo Horn Set,Fasteners Mechanical Hardware,Amazon,Source & stock to verify,Affiliate / partner listing
BC-22-27,Motor Mount Hardware,Fasteners Mechanical Hardware,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-22-28,Robot Chassis Hardware,Fasteners Mechanical Hardware,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-22-29,Mechanical Expansion Kit,Fasteners Mechanical Hardware,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-22-30,Robot Fastener Organizer,Fasteners Mechanical Hardware,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-23-01,USB Microphone Module,Audio & Speech Modules,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-23-02,I2S Microphone Module,Audio & Speech Modules,eBay,Source & stock to verify,Affiliate / partner listing
BC-23-03,MEMS Microphone Board,Audio & Speech Modules,Amazon,Source & stock to verify,Affiliate / partner listing
BC-23-04,Speaker Module,Audio & Speech Modules,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-23-05,Mini Speaker,Audio & Speech Modules,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-23-06,3W Speaker,Audio & Speech Modules,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-23-07,5W Speaker,Audio & Speech Modules,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-23-08,Amplifier Module,Audio & Speech Modules,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-23-09,I2S Audio HAT,Audio & Speech Modules,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-23-10,USB Audio Adapter,Audio & Speech Modules,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-23-11,Audio Codec Board,Audio & Speech Modules,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-23-12,DAC Audio Module,Audio & Speech Modules,eBay,Source & stock to verify,Affiliate / partner listing
BC-23-13,Buzzer Driver Board,Audio & Speech Modules,Amazon,Source & stock to verify,Affiliate / partner listing
BC-23-14,Voice Recognition Module,Audio & Speech Modules,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-23-15,Wake Word Module,Audio & Speech Modules,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-23-16,Sound Level Meter,Audio & Speech Modules,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-23-17,Audio Sensor Board,Audio & Speech Modules,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-23-18,Stereo Microphone Board,Audio & Speech Modules,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-23-19,Speaker Enclosure,Audio & Speech Modules,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-23-20,Mini Audio Amplifier,Audio & Speech Modules,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-23-21,Headphone Amplifier,Audio & Speech Modules,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-23-22,Audio Cable Kit,Audio & Speech Modules,eBay,Source & stock to verify,Affiliate / partner listing
BC-23-23,3.5mm Audio Adapter,Audio & Speech Modules,Amazon,Source & stock to verify,Affiliate / partner listing
BC-23-24,Audio Connector Set,Audio & Speech Modules,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-23-25,Robot Voice Module,Audio & Speech Modules,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-23-26,Speech Output Board,Audio & Speech Modules,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-23-27,Audio Expansion Board,Audio & Speech Modules,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-23-28,Smart Speaker Kit,Audio & Speech Modules,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-23-29,Voice Robotics Kit,Audio & Speech Modules,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-23-30,Audio Development Kit,Audio & Speech Modules,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-24-01,microSD 32GB Card,Storage & Data Accessories,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-24-02,microSD 64GB Card,Storage & Data Accessories,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-24-03,microSD 128GB Card,Storage & Data Accessories,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-24-04,microSD 256GB Card,Storage & Data Accessories,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-24-05,microSD Card Reader,Storage & Data Accessories,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-24-06,USB Flash Drive,Storage & Data Accessories,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-24-07,USB 3.0 Flash Drive,Storage & Data Accessories,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-24-08,USB SSD,Storage & Data Accessories,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-24-09,NVMe SSD,Storage & Data Accessories,eBay,Source & stock to verify,Affiliate / partner listing
BC-24-10,NVMe HAT,Storage & Data Accessories,Amazon,Source & stock to verify,Affiliate / partner listing
BC-24-11,NVMe Adapter,Storage & Data Accessories,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-24-12,SSD Enclosure,Storage & Data Accessories,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-24-13,USB Storage Adapter,Storage & Data Accessories,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-24-14,microSD Extension Cable,Storage & Data Accessories,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-24-15,Storage Card Case,Storage & Data Accessories,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-24-16,microSD Backup Kit,Storage & Data Accessories,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-24-17,USB Boot Drive,Storage & Data Accessories,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-24-18,Pi Storage Starter Kit,Storage & Data Accessories,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-24-19,Pico Data Logger,Storage & Data Accessories,eBay,Source & stock to verify,Affiliate / partner listing
BC-24-20,Data Logger HAT,Storage & Data Accessories,Amazon,Source & stock to verify,Affiliate / partner listing
BC-24-21,EEPROM Module,Storage & Data Accessories,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-24-22,FRAM Module,Storage & Data Accessories,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-24-23,SPI Flash Module,Storage & Data Accessories,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-24-24,I2C EEPROM Board,Storage & Data Accessories,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-24-25,Real-Time Data Logger,Storage & Data Accessories,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-24-26,Industrial Data Logger,Storage & Data Accessories,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-24-27,Storage Expansion Board,Storage & Data Accessories,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-24-28,Network Storage Adapter,Storage & Data Accessories,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-24-29,Robotics Data Kit,Storage & Data Accessories,eBay,Source & stock to verify,Affiliate / partner listing
BC-24-30,Data Storage Starter Kit,Storage & Data Accessories,Amazon,Source & stock to verify,Affiliate / partner listing
